签单日期,销售合同号,客户,物料名称,规格型号,物料编码,"销售
单位","销售
数量",单价,价税合计,价税合计（本位币）,销售员,备注
2024/6/7,XR43M2406047,福建圣农食品有限公司,油过滤器滤芯,,01160081,,,#DIV/0!,2400,,张孝闽,
2024/6/7,XR43M2406047,福建圣农食品有限公司,SRMTEC冷冻油,,600677,,,#DIV/0!,19136,,张孝闽,
2024/6/11,XR43M2406048,福建圣农食品有限公司,制冷剂,,14020081,,,#DIV/0!,10500,,张孝闽,
2024/6/14,XR43M2406049,福建圣农发展（浦城）有限公司,容量位移传感器,,680501,,,#DIV/0!,14400,,张孝闽,
2024/6/14,XR43M2406049,福建圣农发展（浦城）有限公司,波纹电阻,,03000119,,,#DIV/0!,1600,,张孝闽,
2024/6/14,XR43W2406016,福建圣农食品有限公司,油泵,,AB0928802410,,,#DIV/0!,66000,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,油泵支架,,533271,,,#DIV/0!,,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,密封垫圈,,590740,,,#DIV/0!,,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,油泵,,500950,,,#DIV/0!,2176.2,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,密封垫片,,592530,,,#DIV/0!,,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,止推垫圈,,550440,,,#DIV/0!,,,张孝闽,
2024/6/18,XR43M2406050,福建圣农食品有限公司,轴承衬套,,550451,,,#DIV/0!,,,张孝闽,
2024/6/19,XR43W2406017,福建圣农发展（浦城）有限公司,无缝管,,08010451,,,#DIV/0!,2700,,张孝闽,
2024/6/19,XR43W2406017,福建圣农发展（浦城）有限公司,压差控制器,,01190015,,,#DIV/0!,32400,,张孝闽,
2024/6/19,XR43W2406017,福建圣农发展（浦城）有限公司,截止阀(AMG)-耗存,,01270062,,,#DIV/0!,3600,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,双列角接触轴承,,02090537,,,#DIV/0!,900,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,SRMTEC冷冻油,,971148,,,#DIV/0!,1500,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,干燥滤芯,,01160036,,,#DIV/0!,300,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,油过滤器,,01150036,,,#DIV/0!,600,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,吸气滤芯,,01160025,,,#DIV/0!,300,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,油封,,07010019,,,#DIV/0!,,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,轴用弹性挡圈,,02100078,,,#DIV/0!,,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,下轴销(S),,3516030022,,,#DIV/0!,,,张孝闽,
2024/6/27,XR43W2406019,福建圣农食品有限公司,上轴销(S),,3516030021,,,#DIV/0!,,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692049,,,#DIV/0!,1.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,内六角圆柱头螺钉,,615016,,,#DIV/0!,12,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,油管盖板 44x65x12,,210256,,,#DIV/0!,105,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,密封垫,,290014,,,#DIV/0!,72,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,密封垫,,290015,,,#DIV/0!,171,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,密封垫,,290019,,,#DIV/0!,213,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,密封垫,,290013,,,#DIV/0!,190,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692107,,,#DIV/0!,6.3,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692772,,,#DIV/0!,22.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,轴封,,600502EB,,,#DIV/0!,31738.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,骨架油封,,692103,,,#DIV/0!,990,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,密封垫圈,,692016,,,#DIV/0!,21,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,杆密封环,,692019,,,#DIV/0!,1354.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,角接触球轴承,,615048,,,#DIV/0!,10377,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615049,,,#DIV/0!,5094,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615047,,,#DIV/0!,9576,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,角接触球轴承,,615109,,,#DIV/0!,9000,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615108,,,#DIV/0!,5331,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615096,,,#DIV/0!,8391,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,双三角密封环,,692046,,,#DIV/0!,5220,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692119,,,#DIV/0!,54,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692067,,,#DIV/0!,25.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692035,,,#DIV/0!,273,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692036,,,#DIV/0!,177,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692033,,,#DIV/0!,6,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692038,,,#DIV/0!,12,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692113,,,#DIV/0!,231,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692112,,,#DIV/0!,235.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692118,,,#DIV/0!,234,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692111,,,#DIV/0!,480,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692041,,,#DIV/0!,72,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692045,,,#DIV/0!,51,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692048,,,#DIV/0!,21,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692108,,,#DIV/0!,144,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692106,,,#DIV/0!,9,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692039,,,#DIV/0!,63,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692047,,,#DIV/0!,67.5,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692044,,,#DIV/0!,15,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692109,,,#DIV/0!,6,,张孝闽,
2024/7/1,XR43W2407020,福建圣农发展（浦城）有限公司,O形圈,,692037,,,#DIV/0!,3,,张孝闽,
2024/7/2,XR43W2406018,江西圣农食品有限公司,压缩冷凝机组,,3200050234,,,#DIV/0!,225930,,张孝闽,无
2024/7/2,XR43W2406018,江西圣农食品有限公司,安装辅材,,05FW0014,,,#DIV/0!,200000,,张孝闽,无
2024/7/2,XR43W2406018,江西圣农食品有限公司,板式换热机组,,3203010011,,,#DIV/0!,215480,,张孝闽,无
2024/7/2,XR43M2407051,福建圣农发展（浦城）有限公司,自动喷漆罐,,14000044,,,#DIV/0!,8840,,张孝闽,
2024/7/4,XR43M2407052,福建圣农发展股份有限公司,油冷却器,,3020550326,,,#DIV/0!,29000,,张孝闽,
2024/7/8,XR43M2407053,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,1500,,张孝闽,
2024/7/9,XR43M2407054,福建圣农食品（浦城）有限公司,冰柜把手,,02220010,,,#DIV/0!,1200,,张孝闽,
2024/7/9,XR43M2407055,福建圣农食品（浦城）有限公司,氨泵（帝国）,,02030174,,,#DIV/0!,17000,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,吸气滤芯,,01160025,,,#DIV/0!,200,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,半封闭螺杆压缩机,,B11004000010,,,#DIV/0!,36270,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,油过滤器滤芯,,01160104,,,#DIV/0!,800,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,过滤器,,01150215,,,#DIV/0!,380,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,干燥滤芯,,01160036,,,#DIV/0!,800,,张孝闽,
2024/7/9,XR43W2407022,福建圣农食品有限公司,SRMTEC冷冻油,,971127,,,#DIV/0!,3600,,张孝闽,
2024/7/12,XR43M2407056,福建圣农食品有限公司,冰柜把手,,02220010,,,#DIV/0!,6000,,张孝闽,
2024/7/12,XR43M2407057,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,7500,,张孝闽,
2024/7/12,XR43M2407058,福建圣农食品有限公司,触摸屏,,03020682,,,#DIV/0!,3800,,张孝闽,
2024/7/16,XR43W2407021,福建圣农食品有限公司,压缩机组,,3200001768,,,#DIV/0!,400000,,张孝闽,无
2024/7/18,XR43M2407059,福建圣农发展股份有限公司,油分滤芯,,01160022,,,#DIV/0!,,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,平衡活塞套 2520机型用(MYCOM配件),,01020709,,,#DIV/0!,1133,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,止推轴 200，2016低段用，2520高段用 (MYCOM配件),,01020705,,,#DIV/0!,12544,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,侧轴承 200，2016低段用，2520高段用 (MYCOM配件),,01020700,,,#DIV/0!,7154,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,侧轴承 250，2520低段用(MYCOM配件),,01020698,,,#DIV/0!,10892,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,特氟龙环200，2520机型通用(MYCOM配件),,01020726,,,#DIV/0!,850,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,止推轴承 250，2520低段用 (MYCOM配件),,01020704,,,#DIV/0!,23104,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,主轴承 250，2520低段用 (MYCOM配件),,01020697,,,#DIV/0!,15460,,张孝闽,
2024/7/18,XR43M2407060,福建圣农食品有限公司,主轴承 200，2016低段用，2520高段用(MYCOM配件),,01020699,,,#DIV/0!,8430,,张孝闽,
2024/7/18,XR43W2407023,福建圣农发展股份有限公司,油过滤器,,01150036,,,#DIV/0!,150,,张孝闽,
2024/7/18,XR43W2407023,福建圣农发展股份有限公司,干燥滤芯,,01160036,,,#DIV/0!,300,,张孝闽,
2024/7/18,XR43W2407023,福建圣农发展股份有限公司,过滤器,,01150402,,,#DIV/0!,200,,张孝闽,
2024/7/18,XR43W2407023,福建圣农发展股份有限公司,吸气滤芯,,01160025,,,#DIV/0!,300,,张孝闽,
2024/7/19,XR43M2407061,福建圣农食品有限公司,平衡活塞 2520机型用(MYCOM配件),,01020708,,,#DIV/0!,1950,,张孝闽,
2024/7/26,XR43M2407062,福建圣农食品有限公司,油分离器,,01090008,,,#DIV/0!,1600,,张孝闽,
2024/7/26,XR43M2407062,福建圣农食品有限公司,膨胀阀,,01170481,,,#DIV/0!,1440,,张孝闽,
2024/7/31,XR43M2407064,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,3200,,张孝闽,
2024/7/31,XR43M2407063,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,2400,,张孝闽,
2024/8/12,XR43M2408065,江西圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,2340,,张孝闽,
2024/8/12,XR43M2408067,福建圣农食品有限公司,压缩机(Bitzer）,,01010082,,,#DIV/0!,16000,,张孝闽,
2024/8/12,XR43M2408066,福建圣农食品有限公司,干燥滤芯,,01160128,,,#DIV/0!,1000,,张孝闽,
2024/8/13,XR43M2408069,福建圣农食品有限公司,SRMTEC冷冻油,,600677,,,#DIV/0!,19136,,张孝闽,
2024/8/13,XR43M2408069,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,2400,,张孝闽,
2024/8/13,XR43M2408068,福建圣农食品有限公司,SRMTEC冷冻油,,600677,,,#DIV/0!,19136,,张孝闽,
2024/8/13,XR43M2408068,福建圣农食品有限公司,叠片挠性联轴器,,0119032037,,,#DIV/0!,2000,,张孝闽,
2024/8/14,XR43M2408070,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,2340,,张孝闽,
2024/8/15,XR43M2408072,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,3900,,张孝闽,
2024/8/15,XR43M2408073,福建圣农食品有限公司,库板自喷漆,,0114010021,,,#DIV/0!,630,,张孝闽,
2024/8/15,XR43M2408074,福建圣农发展（浦城）有限公司,氨泵（帝国）,,02030173,,,#DIV/0!,17000,,张孝闽,
2024/8/15,XR43M2408071,福建圣农食品有限公司,SRMTEC冷冻油,,970035,,,#DIV/0!,1800,,张孝闽,
2024/8/15,XR43W2408024,福建圣农食品有限公司,自动放空气系统（GEA）,,0119031603,,,#DIV/0!,82000,,张孝闽,
2024/8/15,XR43M2408076,福建日圣食品有限公司,制冷剂,,14020053,,,#DIV/0!,3120,,张孝闽,
2024/8/16,XR43M2408075,福建圣农食品有限公司,半封闭活塞压缩机,,B20803501100,,,#DIV/0!,22000,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,平衡活塞套 200S／LDH,,0119031505,,,#DIV/0!,1133,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,止推轴 200，2016低段用，2520高段用 (MYCOM配件),,01020705,,,#DIV/0!,12544,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,平衡活塞 1612普通型，增速型高段用(MYCOM配件),,01020712,,,#DIV/0!,1080,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,止推轴 200，2016低段用，2520高段用 (MYCOM配件),,01020705,,,#DIV/0!,6400,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,增速滚珠轴承(MYCOM配件),,01020760,,,#DIV/0!,2187,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,低段F止推轴承(MYCOM配件),,01020791,,,#DIV/0!,3580,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,特氟龙环1612普通型，增速型用(MYCOM配件),,01020725,,,#DIV/0!,450,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,高段侧轴承(MYCOM配件),,01020758,,,#DIV/0!,3640,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,主轴承 200，2016低段用，2520高段用(MYCOM配件),,01020699,,,#DIV/0!,8430,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,主轴承（低段M）(MYCOM配件),,01020755,,,#DIV/0!,3380,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,侧轴承 200，2016低段用，2520高段用 (MYCOM配件),,01020700,,,#DIV/0!,7154,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,特氟龙环200，2520机型通用(MYCOM配件),,01020726,,,#DIV/0!,425,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,主轴承（低段F）(MYCOM配件),,01020756,,,#DIV/0!,9600,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,平衡活塞 200S／LDH,,0119031519,,,#DIV/0!,1950,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,垫环组200机型用(MYCOM配件),,01020724,,,#DIV/0!,1450,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,平衡活塞套 2016机型用(MYCOM配件),,01020711,,,#DIV/0!,680,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,垫环组1612机型用(MYCOM配件),,01020721,,,#DIV/0!,1800,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,高段主轴承(MYCOM配件),,01020757,,,#DIV/0!,5625,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,角接触球轴承,,616065,,,#DIV/0!,3580,,张孝闽,
2024/8/21,XR43M2408077,福建圣农食品有限公司,止推轴承 1612普通型，增速型高段用(MYCOM配件),,01020707,,,#DIV/0!,6000,,张孝闽,
2024/8/22,XR43W2408025,福建圣农食品（浦城）有限公司,压缩冷凝机组,,3200050236,,,#DIV/0!,203750,,张孝闽,圣农食品七厂零度水改造项目（水系统+设备）
2024/8/22,XR43W2408025,福建圣农食品（浦城）有限公司,安装辅材,,05FW0014,,,#DIV/0!,165640,,张孝闽,圣农食品七厂零度水改造项目（水系统+设备）
2024/8/22,XR43W2408025,福建圣农食品（浦城）有限公司,板式换热机组,,3203010012,,,#DIV/0!,205610,,张孝闽,圣农食品七厂零度水改造项目（水系统+设备）
2024/8/29,XR43M2408078,圣农发展（政和）有限公司,填料,,01440699,,,#DIV/0!,13628.4,,张孝闽,
2024/8/29,XR43M2408078,圣农发展（政和）有限公司,双面丁基密封胶,,09020034,,,#DIV/0!,30.9,,张孝闽,
2024/8/29,XR43M2408078,圣农发展（政和）有限公司,填料,,01440700,,,#DIV/0!,13640.7,,张孝闽,
2024/9/2,XR43W2403005-1,福建圣农发展（浦城）有限公司,油冷却器,,3020510346,,,#DIV/0!,27000,,张孝闽,无
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692035,,,#DIV/0!,273,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692036,,,#DIV/0!,177,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692033,,,#DIV/0!,6,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692038,,,#DIV/0!,12,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692113,,,#DIV/0!,231,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692112,,,#DIV/0!,235.5,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692118,,,#DIV/0!,234,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692111,,,#DIV/0!,480,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692041,,,#DIV/0!,72,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692045,,,#DIV/0!,51,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692048,,,#DIV/0!,21,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692108,,,#DIV/0!,144,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692106,,,#DIV/0!,9,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692039,,,#DIV/0!,63,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692047,,,#DIV/0!,67.5,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692044,,,#DIV/0!,15,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692109,,,#DIV/0!,6,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692037,,,#DIV/0!,3,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692049,,,#DIV/0!,1.5,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692107,,,#DIV/0!,6.3,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692772,,,#DIV/0!,12.48,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,密封垫,,290014,,,#DIV/0!,72,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,密封垫,,290015,,,#DIV/0!,171,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,密封垫,,290019,,,#DIV/0!,213,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,密封垫,,290013,,,#DIV/0!,190,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,防尘圈,,290004,,,#DIV/0!,42,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,油管接头,,210025,,,#DIV/0!,162.26,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,轴封,,600502EB,,,#DIV/0!,31738.5,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,骨架油封,,692103,,,#DIV/0!,990,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,密封垫圈,,692016,,,#DIV/0!,21,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,杆密封环,,692019,,,#DIV/0!,1354.5,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,角接触球轴承,,615048,,,#DIV/0!,10377,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615049,,,#DIV/0!,5094,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615047,,,#DIV/0!,9576,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,角接触球轴承,,615109,,,#DIV/0!,9000,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615108,,,#DIV/0!,5331,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,圆柱滚子轴承,,615096,,,#DIV/0!,8391,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,双三角密封环,,692046,,,#DIV/0!,5220,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692119,,,#DIV/0!,54,,张孝闽,
2024/9/2,XR43W2408026,福建圣农发展（浦城）有限公司,O形圈,,692067,,,#DIV/0!,25.5,,张孝闽,
2024/9/2,XR43M2409079,福建圣农食品（浦城）有限公司,油泵,,01020888,,,#DIV/0!,13968,,张孝闽,
2024/9/2,XR43M2409080,江西圣农食品有限公司,SRMTEC冷冻油,,600677,,,#DIV/0!,9568,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,包装箱,,586996,,,#DIV/0!,455,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,油过滤器滤芯,,01160104,,,#DIV/0!,1600,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,干燥滤芯,,01160026,,,#DIV/0!,1600,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,吸气滤芯,,01160003,,,#DIV/0!,1600,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,温度传感器,,583473,,,#DIV/0!,480,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,密封垫,,691090,,,#DIV/0!,2.63,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,进油口接头,,519067,,,#DIV/0!,35.49,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,封头,,512484,,,#DIV/0!,12.01,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,T型三通阀,,500261,,,#DIV/0!,42.9,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,止逆阀组,,503113,,,#DIV/0!,727.72,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,电磁阀底座 (氟用),,760450ZSH,,,#DIV/0!,253.54,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,阳转子吸气端衬套,,519353,,,#DIV/0!,627.9,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,密封垫组,,303181SW,,,#DIV/0!,2156.7,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,轴承组,,303367,,,#DIV/0!,4798.3,,张孝闽,
2024/9/4,XR43W2409027,金溪冰缘食品有限公司,托盘,,586995,,,#DIV/0!,325,,张孝闽,
2024/9/5,XR43M2409081,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,2400,,张孝闽,
2024/9/5,XR43M2409082,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,7800,,张孝闽,
2024/9/5,XR43M2409083,福建圣农食品有限公司,联轴器,,02080030,,,#DIV/0!,2426,,张孝闽,
2024/9/5,XR43M2409084,福建圣农食品有限公司,SRMTEC冷冻油,,971146,,,#DIV/0!,1000,,张孝闽,
2024/9/6,XR43M2409088,圣农食品（政和）有限公司,SRMTEC冷冻油,,970035,,,#DIV/0!,8500,,张孝闽,
2024/9/6,XR43M2409088,圣农食品（政和）有限公司,SRMTEC冷冻油,,600677,,,#DIV/0!,38272,,张孝闽,
2024/9/9,XR43M2409086,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,1600,,张孝闽,
2024/9/9,XR43M2409085,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,4000,,张孝闽,
2024/9/9,XR43M2409087,福建圣农食品（浦城）有限公司,氨泵（帝国）,,02030174,,,#DIV/0!,8500,,张孝闽,
2024/9/9,XR43M2409089,福建圣农食品有限公司,叠片挠性联轴器,,02080021,,,#DIV/0!,3895.6,,张孝闽,
2024/9/13,XR43M2409090,福建圣农食品有限公司,高段侧轴承(MYCOM配件),,01020758,,,#DIV/0!,3640,,张孝闽,
2024/9/13,XR43M2409090,福建圣农食品有限公司,高段主轴承(MYCOM配件),,01020757,,,#DIV/0!,3750,,张孝闽,
2024/9/13,XR43M2409090,福建圣农食品有限公司,主轴承（低段M）(MYCOM配件),,01020755,,,#DIV/0!,3380,,张孝闽,
2024/9/20,XR43M2409091,福建圣农发展股份有限公司,氨泵（帝国）,,02030173,,,#DIV/0!,8500,,张孝闽,
2024/9/20,XR43M2409092,福建圣农食品有限公司,油过滤器滤芯,,01160080,,,#DIV/0!,4000,,张孝闽,
2024/9/20,XR43M2409093,福建圣农食品有限公司,电机组件,,583764,,,#DIV/0!,5570,,张孝闽,
2024/9/24,XR43M2409094,福建圣农食品有限公司,制冷剂,,14020053,,,#DIV/0!,1560,,张孝闽,
